,VIN,CALCULATEUR,TYPE_DEFAUT
4024,VF1JL000870995647,ATCU,POSITION LEVIER VITESSE +
4025,VF1JL000870995647,BCM,CONSUMP REVERS LIGHT
4026,VF1JL000870995647,AH,PAS REPONSE UCE
4027,VF1JL000870995647,ATCU,POSITION LEVIER VITESSE N
4028,VF1JL000870995647,ATCU,POSITION LEVIER VITESSE D
4029,VF1JL000370981350,UDM,PAS REPONSE UCE
4030,VF1JL000370981350,ECM,DTC
4031,VF1JL000370981350,ECM,DTC
4032,VF1JL000370981350,ECM,DTC
4033,VF1JL000370981350,ECM,DTC
4034,VF1JL000370981350,ECM,DTC
4035,VF1JL000370981350,ABS,DTC
4036,VF1JL000370981350,ECM,DTC
4037,VF1JL000370981350,ECM,DTC
4038,VF1JL000370981350,ECM,DTC
4039,VF1JL000370981350,ECM,DTC
4040,VF1JL000370981350,ECM,CAPTEUR EAU DANS GASOIL
4041,VF1JL000370981350,ECM,DTC
4042,VF1JL000370981350,ECM,DTC
4043,VF1JL000370981350,USM,GMV 1
4044,VF1JL000370981350,ABS,DTC
4045,VF1JL000370981350,ECM,DTC
4046,VF1JL000370981350,ECM,DTC
4047,VF1JL000370981350,ECM,DTC
4048,VF1JL000370981350,METER,DTC
4049,VF1JL000370981350,METER,DTC
4050,VF1JL000370981350,ECM,DTC
4051,VF1JL000370981350,ECM,DTC
4052,VF1JL000370981350,ECM,DTC
4053,VF1JL000370981350,ECM,DTC
4054,VF1JL000370981350,ECM,DTC
4055,VF1JL000370981350,USM,GMV 1
4056,VF1JL000370981350,UDM,PAS REPONSE UCE
4057,VF1JL000370981350,ECM,DTC
4058,VF1JL000370981350,ECM,DTC
4059,VF1JL000370981350,ECM,DTC
4060,VF1JL000370981350,ECM,DTC
4061,VF1JL000370981350,METER,JAUGE CARBURANT
4062,VF1JL000370981350,ABS,DTC
4063,VF1JL000370981350,ABS,DTC
4064,VF1JL000370981350,ECM,DTC
4065,VF1JL000370291632,METER,JAUGE CARBURANT
4066,VF1JL000370291632,METER,JAUGE CARBURANT
4067,VF1EL000871243121,BCM,DEFAUT
4068,VF1EL000871243121,USM,PAS REPONSE UCE
4069,VF1EL000871243121,ABS,PAS REPONSE UCE
4070,VF1EL000871243121,ECM,PAS REPONSE UCE
4071,VF1EL000871243121,CGW,DEFAUT
4072,VF1EL000871243121,BCM,PAS REPONSE UCE
4073,VF1EL000871243121,FRCAM,PAS REPONSE UCE
4074,VF1EL000871243121,USM,PAS REPONSE UCE
4075,VF1EL000871243121,NIC,PAS REPONSE UCE
4076,VF1EL000871243121,EPS,PAS REPONSE UCE
4077,VF1EL000871243121,BCM,DEFAUT
4078,VF1EL000871243121,UDM,CALIBRATION
4079,VF1EL000871243121,TCU,PAS REPONSE UCE
4080,VF1EL000871243121,HVAC,PAS REPONSE UCE
4081,VF1EL000871243121,USM,PAS REPONSE UCE
4082,VF1EL000871243121,HVAC,UCE NON CONFORME
4083,VF1EL000871243121,BCM,DEFAUT
4084,VF1EL000871243121,BCM,PAS REPONSE UCE
4085,VF1EL000871243121,BCM,DEFAUT
4086,VF1EL000871243121,EPS,PAS REPONSE UCE
4087,VF1EL000871243121,UDM,PAS REPONSE UCE
4088,VF1FL000171117087,BCM,LEVE-VITRE AV PSG
4089,VF1FL000171117087,BCM,LEVE-VITRE AV PSG
4090,VF1FL000671208498,NAV,PAS REPONSE UCE
4091,VF1FL000371178621,FRRAD,DTC
4092,VF1FL000371178621,FRRAD,DTC
4093,VF1FL000371178621,FRRAD,DTC
4094,VF1FL000371178621,FRRAD,PAS REPONSE UCE
4095,VF1FL000371178621,USM,PAS REPONSE UCE
4096,VF1FL000371178621,ECM,PAS REPONSE UCE
4097,VF1FL000371178621,BCM,APC NON VU
4098,VF1FL000371178621,FRCAM,PAS REPONSE UCE
4099,VF1FL000371178621,EPS,PAS REPONSE UCE
4100,VF1FL000371178621,USM,LEVELIZER PAS A 0
4101,VF1FL000371178621,SONAR,PAS REPONSE UCE
4102,VF1FL000371178621,ACU,PAS REPONSE UCE
4103,VF1FL000371178621,USM,PAS REPONSE UCE
4104,VF1FL0004P0856718,BCM,PAS REPONSE UCE
4105,VF1FL0004P0856718,CGW,DEFAUT
4106,VF1FL0004P0856718,BCM,DEFAUT
4107,VF1FL000671208498,UDM,DTC
4108,VF1FL000671208498,UDM,DTC
4109,VNVF4000070977268,BCM,FEU STOP
4110,VNVF4000070977268,BCM,FEU STOP
4111,VF1FL000270960267,ABS,CAPTEUR VITESSE ROUE AR D
4112,VF1FL000270960267,ABS,CAPTEUR VITESSE ROUE AR G
4113,VF1FL000270960267,ABS,CAPTEUR VITESSE ROUE AV D
4114,VF1FL000270960267,ABS,CAPTEUR VITESSE ROUE AV G
4115,VF1JL000770816000,ECM,DTC
4116,VF1JL000770816000,ECM,DTC
4117,VF1FL000270960267,BCM,PORTE AR PSG FERMEE
4118,VF1FL000771118227,UDM,DTC
4119,VF1FL000771118227,UDM,DTC
4120,VF1FL0002P0856734,ABS,DTC
4121,VF1FL0002P0856734,ABS,DTC
4122,VF1FL0002P0856734,NAV,DTC
4123,VF1FL0002P0856734,CDM,DTC
4124,VF1FL0002P0856734,ABS,DTC
4125,VF1FL0002P0856734,ABS,DTC
4126,VF1FL0002P0856734,ABS,DTC
4127,VF1FL0002P0856734,ABS,DTC
4128,VF1FL0002P0856734,ATCU,DTC
4129,VF1FL0002P0856734,ABS,DTC
4130,VF1FL0002P0856734,ABS,DTC
4131,VF1FL0002P0856734,NAV,DTC
4132,VF1FL000571218858,USM,GMV 1
4133,VF1FL000571218858,BCM,CONSUMP REVERS LIGHT
4134,VF1FL000571218858,ECM,PAS REPONSE UCE
4135,VF1FL000571218858,SONAR,CAMERA AR
4136,VF1FL000571218858,BCM,DEMARRAGE INTERDIT
4137,VF1FL000571218858,BCM,DEGIVRAGE LUNETTE AR
4138,VF1FL000571218858,HVAC,GMV HABITACLE
4139,VF1FL000571218858,METER,DTC
4140,VF1FL000571218858,BCM,TEMOIN CEINTURE SECURITE
4141,VF1FL000571218858,USM,COMPRESSEUR AIR CONDITIONNE
4142,VF1FL000571218858,ABS,DTC
4143,VF1FL000571218858,ABS,ETAT REMPLISSAGE NOK
4144,VF1FL000571218858,UDM,PAS REPONSE UCE
4145,VF1FL000571218858,EPS,PAS REPONSE UCE
4146,VF1FL000571218858,CDM,PAS REPONSE UCE
4147,VF1FL000571218858,BCM,DEGIVRAGE LUNETTE AR
4148,VF1FL000571218858,ACU,PAS REPONSE UCE
4149,VF1FL000571218858,USM,COMPRESSEUR AIR CONDITIONNE
4150,VF1FL000571218858,HVAC,PRESSION GAZ CLIM
4151,VF1FL000571218858,SONAR,PAS REPONSE UCE
4152,VF1FL000571218858,METER,CONTROLER MINI LIQUIDE FREIN
4153,VF1FL000571218858,BCM,DEGIVRAGE LUNETTE AR
4154,VF1FL000571218858,BCM,PEDALE EMBRAYAGE
4155,VF1FL000571218858,ABS,DTC
4156,VF1FL000571218858,HVAC,GMV HABITACLE
4157,VF1FL000571218858,BCM,DEFAUT
4158,VF1FL000571218858,CGW,DEFAUT
4159,VF1FL000571218858,ABS,PAS REPONSE UCE
4160,VF1FL000571218858,ECM,PAS REPONSE UCE
4161,VF1FL000571218858,USM,PAS REPONSE UCE
4162,VF1FL000571218858,BCM,PAS REPONSE UCE
4163,VF1FL0002P0856734,ACU,DTC
4164,VF1FL0002P0856734,ACU,DTC
4165,VF1FL000571218858,EPS,PAS REPONSE UCE
4166,VF1FL000571218858,ECM,PAS REPONSE UCE
4167,VF1FL000571218858,HVAC,PAS REPONSE UCE
4168,VF1FL000571218858,BCM,DEFAUT
4169,VF1FL000571218858,HVAC,UCE NON CONFORME
4170,VF1FL000571218858,ECM,CALIBRATION
4171,VF1FL000571218858,TCU,PAS REPONSE UCE
4172,VF1FL000571218858,USM,PAS REPONSE UCE
4173,VF1FL000571218858,BCM,DEFAUT
4174,VF1FL000571218858,BCM,PAS REPONSE UCE
4175,VF1FL000571218858,USM,PAS REPONSE UCE
4176,VF1FL000571218858,BCM,DEFAUT
4177,VF1FL000571218858,UDM,PAS REPONSE UCE
4178,VF1FL0002P0856734,ACU,DTC
4179,VF1FL0002P0856734,ACU,DTC
4180,VF1FL0002P0856734,HFM,VIN CLE
4181,VNVF4000570977329,BCM,PAS REPONSE UCE
4182,VNVF4000570977329,ABS,PAS REPONSE UCE
4183,VNVF4000570977329,BCM,DEFAUT
4184,VNVF4000570977329,BCM,PAS REPONSE UCE
4185,VNVF4000570977329,ECM,PAS REPONSE UCE
4186,VF1FL000771264370,USM,FEU CROISEMENT G
4187,VF1EL000971286382,BCM,DEGIVRAGE LUNETTE AR
4188,VF1EL000971286382,BCM,DEGIVRAGE LUNETTE AR
4189,VF1EL000971286382,USM,GMV 1
4190,VF1EL000971286382,USM,GMV 1
4191,VF1EL000971286382,BCM,DEGIVRAGE LUNETTE AR
4192,VNVF4000070977268,HVAC,PRESSION GAZ CLIM
4193,VNVF4000070977268,EPS,ECRITURE VIN
4194,VNVF4000070977268,BCM,DEMARRAGE INTERDIT
4195,VNVF4000070977268,USM,GMV 1
4196,VNVF4000070977268,EPS,CONFIGURATION AUTOMATIQUE
4197,VNVF4000070977268,EPS,DTC
4198,VNVF4000070977268,EPS,DTC
4199,VNVF4000070977268,BCM,PEDALE EMBRAYAGE
4200,VNVF4000070977268,EPS,DTC
4201,VNVF4000070977268,EPS,DTC
4202,VNVF4000070977268,UDM,PAS REPONSE UCE
4203,VNVF4000070977268,USM,GMV 1
4204,VNVF4000070977268,ECM,PAS REPONSE UCE
4205,VNVF4000070977268,USM,PAS REPONSE UCE
4206,VNVF4000070977268,USM,PAS REPONSE UCE
4207,VNVF4000070977268,BCM,PEDALE EMBRAYAGE
4208,VNVF4000070977268,UDM,PAS REPONSE UCE
4209,VNVF4000070977268,USM,GMV 1
4210,VNVF4000070977268,USM,GMV 1
4211,VNVF4000070977268,EPS,DTC
4212,VNVF4000070977268,HVAC,PRESSION GAZ CLIM
4213,VNVF4000070977268,EPS,DTC
4214,VNVF4000070977268,EPS,DTC
4215,VNVF4000070977268,ECM,PAS REPONSE UCE
4216,VNVF4000070977268,BCM,DEMARRAGE INTERDIT
4217,VNVF4000070977268,EPS,DTC
4218,VNVF4000070977268,ECM,PAS REPONSE UCE
4219,VNVF4000070977268,ECM,PAS REPONSE UCE
4220,VNVF4000070977268,UDM,PAS REPONSE UCE
4221,VNVF4000070977268,EPS,ECRITURE VIN
4222,VNVF4000070977268,EPS,CONFIGURATION AUTOMATIQUE
4223,VNVF4000170977327,TPMS,MNEMONIC : CODE_SSPP VIDE
4224,VNVF4000170977327,BCM,DEGIVRAGE LUNETTE AR
4225,VNVF4000170977327,BCM,REPETITEUR PSG
4226,VNVF4000170977327,BCM,VERROUILLAGE PORTE
4227,VNVF4000170977327,TPMS,MNEMONIC : CODE_SSPP VIDE
4228,VNVF4000170977327,BCM,PORTE COFFRE
4229,VNVF4000170977327,BCM,ESSUIE-VITRE AV
4230,VNVF4000170977327,BCM,PORTE COFFRE
4231,VNVF4000170977327,BCM,PORTE COFFRE
4232,VNVF4000170977327,BCM,VERROUILLAGE PORTE
4233,VNVF4000170977327,BCM,CLIGNOTANT AR
4234,VNVF4000170977327,BCM,ESSUIE-VITRE AV
4235,VF1FL000370911627,USM,FEU CROISEMENT G
4236,VF1FL000370911627,FRRAD,PAS REPONSE UCE
4237,VF1FL000370911627,BCM,LEVE-VITRE AV PSG
4238,VF1FL000370911627,BCM,ANTI-BROUILLARD AR
4239,VF1FL000370911627,USM,PAS REPONSE UCE
4240,VF1FL000370911627,BCM,BOUTON STOP & START
4241,VF1FL000370911627,BCM,LEVE-VITRE AV COND
4242,VF1FL000370911627,ABS,PAS REPONSE UCE
4243,VF1FL000370911627,BCM,LEVE-VITRE AV COND
4244,VF1FL000370911627,BCM,LEVE-VITRE AV PSG
4245,VF1FL000370911627,USM,FEUX ROUTE
4246,VF1FL000370911627,BCM,RETROVISEUR COND
4247,VF1FL000370911627,ATCU,PAS REPONSE UCE
4248,VF1FL000370911627,BCM,DEFAUT
4249,VF1FL000370911627,USM,FEUX ROUTE
4250,VF1FL000370911627,ATCU,POSITION LEVIER VITESSE N
4251,VF1FL000370911627,ACU,DEFAUT
4252,VF1FL000370911627,BCM,BOUTON ECO MODE
4253,VF1FL000370911627,USM,PAS REPONSE UCE
4254,VF1FL000370911627,BCM,FEU STOP
4255,VF1FL000370911627,FRCAM,PAS REPONSE UCE
4256,VF1FL000370911627,BCM,FEUX POSITION AUTO
4257,VF1FL000370911627,BCM,RETROVISEUR COND
4258,VF1FL000370911627,BCM,DEFAUT
4259,VF1FL000370911627,BCM,ANTI-BROUILLARD AV
4260,VF1FL000370911627,BCM,BOUTON CPE
4261,VNVF4000270620755,NAV,MODE USINE
4262,VNVF4000270620755,BCM,CONFIGURATION AUTOMATIQUE
4263,VF1JL000770960601,NAV,MNEMONIC : REFOP
4264,VNVF4000970977138,SONAR,BOUTON AAP
4265,VNVF4000970977138,EPS,DTC
4266,VNVF4000970977138,SONAR,DTC
4267,VNVF4000970977138,BCM,DEMARRAGE INTERDIT
4268,VNVF4000970977138,EPS,DTC
4269,VNVF4000970977138,SONAR,BOUTON AAP
4270,VNVF4000970977138,SONAR,DTC
4271,VNVF4000970977138,EPS,DTC
4272,VNVF4000970977138,EPS,DTC
4273,VNVF4000970977138,SONAR,DTC
4274,VNVF4000970977138,SONAR,DTC
4275,VNVF4000970977138,HVAC,PRESSION GAZ CLIM
4276,VNVF4000970977138,ECM,PAS REPONSE UCE
4277,VNVF4000970977138,USM,GMV 1
4278,VNVF4000970977138,USM,PAS REPONSE UCE
4279,VNVF4000970977138,SONAR,DTC
4280,VNVF4000970977138,USM,GMV 1
4281,VNVF4000970977138,SONAR,DTC
4282,VNVF4000970977138,USM,PAS REPONSE UCE
4283,VNVF4000970977138,EPS,CONFIGURATION AUTOMATIQUE
4284,VNVF4000970977138,SONAR,DTC
4285,VNVF4000970977138,SONAR,BOUTON AAP
4286,VNVF4000970977138,BCM,PEDALE EMBRAYAGE
4287,VNVF4000970977138,SONAR,DTC
4288,VNVF4000970977138,UDM,PAS REPONSE UCE
4289,VNVF4000970977138,EPS,ECRITURE VIN
4290,VF1FL000371115387,HVAC,PRESSION GAZ CLIM
4291,VNVF4000970977138,SONAR,DTC
4292,VNVF4000970977138,SONAR,DTC
4293,VNVF4000970977138,EPS,DTC
4294,VNVF4000970977138,SONAR,DTC
4295,VNVF4000970977138,EPS,DTC
4296,VNVF4000970977138,USM,GMV 1
4297,VNVF4000970977138,SONAR,DTC
4298,VNVF4000970977138,BCM,PEDALE EMBRAYAGE
4299,VNVF4000970977138,EPS,DTC
4300,VNVF4000970977138,BCM,DEMARRAGE INTERDIT
4301,VNVF4000970977138,SONAR,DTC
4302,VNVF4000970977138,EPS,DTC
4303,VNVF4000970977138,SONAR,DTC
4304,VNVF4000970977138,USM,GMV 1
4305,VNVF4000970977138,UDM,PAS REPONSE UCE
4306,VNVF4000970977138,SONAR,DTC
4307,VNVF4000970977138,SONAR,DTC
4308,VNVF4000970977138,HVAC,PRESSION GAZ CLIM
4309,VNVF4000970977138,ECM,PAS REPONSE UCE
4310,VNVF4000970977138,ECM,PAS REPONSE UCE
4311,VNVF4000970977138,EPS,CONFIGURATION AUTOMATIQUE
4312,VNVF4000970977138,EPS,ECRITURE VIN
4313,VNVF4000970977138,UDM,PAS REPONSE UCE
4314,VNVF4000970977138,ECM,PAS REPONSE UCE
4315,VF1FL000171199368,ECM,DTC
4316,VF1FL000171199368,UDM,DTC
4317,VF1FL000171199368,ECM,DTC
4318,VF1FL000171199368,ECM,DTC
4319,VF1FL000171199368,ECM,DTC
4320,VF1FL000171199368,ECM,DTC
4321,VF1FL000171199368,ECM,DTC
4322,VF1FL000171199368,ECM,DTC
4323,VF1FL000171199368,UDM,DTC
4324,VF1FL000171199368,ECM,DTC
4325,VF1JL000070606919,BCM,ESSUIE-VITRE AV
4326,VF1JL000070606919,BCM,ESSUIE-VITRE AV
4327,VF1JL000070606919,BCM,DEGIVRAGE LUNETTE AR
4328,VF1JL000070606919,BCM,ESSUIE-VITRE AV
4329,VF1JL000070606919,BCM,PORTE AR PSG
4330,VF1JL000070606919,BCM,PORTE AR PSG
4331,VNVF4000270620755,BCM,DTC
4332,VNVF4000270620755,NAV,MODE USINE
4333,VNVF4000270620755,BCM,CONFIGURATION AUTOMATIQUE
4334,VF1FL000870960435,UDM,DTC
4335,VF1FL000871173561,USM,PAS REPONSE UCE
4336,VF1FL000871173561,BCM,PAS REPONSE UCE
4337,VF1FL000871173561,BCM,DEFAUT
4338,VF1FL000871173561,00_Template,DEFAUT
4339,VF1FL000871173561,CGW,DEFAUT
4340,VF1FL000871173561,BCM,DEFAUT
4341,VF1FL000871173561,BCM,PAS REPONSE UCE
4342,VF1FL000871173561,HVAC,PAS REPONSE UCE
4343,VF1FL000871173561,GWD2,PAS REPONSE UCE
4344,VF1FL000871173561,BCM,PAS REPONSE UCE
4345,VF1FL000871173561,HVAC,PAS REPONSE UCE
4346,VF1FL000871173561,NAV,PAS REPONSE UCE
4347,VF1FL000871173561,ABS,PAS REPONSE UCE
4348,VF1FL000871173561,EPS,PAS REPONSE UCE
4349,VF1FL000871173561,SONAR,PAS REPONSE UCE
4350,VF1FL000871173561,HVAC,UCE NON CONFORME
4351,VF1FL000871173561,ECM,PEDALE EMBRAYAGE NON APPUYE
4352,VF1FL000871173561,SONAR,PAS REPONSE UCE
4353,VF1FL000871173561,METER,PAS REPONSE UCE
4354,VF1FL000871173561,CDM,PAS REPONSE UCE
4355,VF1FL000871173561,USM,GMV 1
4356,VF1FL000871173561,UDM,PAS REPONSE UCE
4357,VF1FL000871173561,HVAC,DEFAUT
4358,VF1FL000871173561,ECM,PAS REPONSE UCE
4359,VF1FL000871173561,RADIO,PAS REPONSE UCE
4360,VF1FL000871173561,USM,PAS REPONSE UCE
4361,VF1FL000871173561,USM,PAS REPONSE UCE
4362,VF1FL000871173561,METER,PAS REPONSE UCE
4363,VF1FL000871173561,BCM,CLE NON RECONNUE
4364,VF1FL000871173561,BCM,UCE NON CONFORME
4365,VF1FL000871173561,BCM,PORTE COND FERMEE
4366,VF1FL000871173561,ACU,PAS REPONSE UCE
4367,VF1FL000871173561,ECM,PAS REPONSE UCE
4368,VF1FL000871173561,ABS,PAS REPONSE UCE
4369,VF1FL000871173561,SONAR,DTC
4370,VF1FL000871173561,BCM,FEU STOP
4371,VF1FL000871173561,SONAR,DTC
4372,VF1FL000871173561,SONAR,DTC
4373,VF1FL000871173561,BCM,FEU STOP
4374,VF1FL000871173561,SONAR,DTC
4375,VF1FL000871173561,SONAR,DTC
4376,VF1FL000871173561,SONAR,DTC
4377,VF1JL000771008711,ABS,CAPTEUR VITESSE ROUE AV G
4378,VF6T8200871128145,CDM,PAS REPONSE UCE
4379,VF6T8200871128145,HVAC,PRESSION GAZ CLIM
4380,VF6T8200871128145,USM,GMV 1
4381,VF6T8200871128145,BCM,CONSUMP REVERS LIGHT
4382,VF6T8200871128145,BCM,DEGIVRAGE LUNETTE AR
4383,VF6T8200871128145,ACU,PAS REPONSE UCE
4384,VF6T8200871128145,NIC,PAS REPONSE UCE
4385,VF6T8200871128145,SONAR,CAMERA AR
4386,VF6T8200871128145,BCM,APC NON VU
4387,VF6T8200871128145,SONAR,PAS REPONSE UCE
4388,VF6T8200871128145,USM,COMPRESSEUR AIR CONDITIONNE
4389,VF6T8200871128145,EPS,PAS REPONSE UCE
4390,VF6T8200871128145,USM,FEUX JOUR
4391,VF6T8200871128145,UDM,PAS REPONSE UCE
4392,VF6T8200871128145,FRRAD,PAS REPONSE UCE
4393,VF6T8200871128145,BCM,DEGIVRAGE LUNETTE AR
4394,VF6T8200871128145,SONAR,LED BSW GAUCHE
4395,VF6T8200871128145,BCM,TEMOIN CEINTURE SECURITE
4396,VF6T8200871128145,USM,COMPRESSEUR AIR CONDITIONNE
4397,VF6T8200871128145,BCM,DEGIVRAGE LUNETTE AR
4398,VF6T8200871128145,ECM,PAS REPONSE UCE
4399,VF6T8200871128145,FRCAM,PAS REPONSE UCE
4400,VF6T8200871128145,HVAC,GMV HABITACLE
4401,VF6T8200871128145,HVAC,GMV HABITACLE
4402,VF6T8200871128145,USM,CAPTEUR ASSIETTE HORS PLAGE
4403,VF1FL000870960435,ECM,DTC
4404,VF1FL000870960435,ECM,DTC
4405,VF1FL000870960435,METER,DTC
4406,VF1FL000870960435,METER,DTC
4407,VF1FL000870960435,METER,DTC
4408,VF1FL000870960435,ACU,DTC
4409,VF1FL000870960435,ABS,DTC
4410,VF1FL000870960435,UDM,DTC
4411,VF1FL000870960435,ABS,DTC
4412,VF1FL000870960435,METER,DTC
4413,VF1JL000771008711,NAV,DEFAUT
4414,VF1JL000771008711,BCM,PORTE COND FERMEE
4415,VF1JL000771008711,BCM,PORTE COND FERMEE
4416,VF1JL000771008711,BCM,APC NON COUPE
4417,VF1JL000771008711,BCM,APC NON VU
4418,VF1FL000570516879,METER,JAUGE CARBURANT
4419,VF1JL000771008711,BCM,APC NON VU
4420,VF1JL000771008711,ECM,PAS REPONSE UCE
4421,VF1FL000371199369,BCM,ECLAIRAGE PLAFONNIER AR
4422,VF1FL000371199369,BCM,ECLAIRAGE PLAFONNIER AR
4423,VF1JL000771008711,BCM,APC NON VU
4424,VF1JL000371027000,ECM,BOUTON RV/LV RES/+
4425,VF1JL000371027000,ECM,BOUTON RV/LV SET/-
4426,VF1JL000371027000,ECM,PEDALE EMBRAYAGE NON APPUYE
4427,VF1JL000371027000,ECM,PEDALE FREIN NON APPUYE
4428,VF1JL000371027000,ECM,BOUTON RV
4429,VF1JL000371027000,ECM,BOUTON LV
4430,VF1JL000371027000,ECM,BOUTON RV/LV 0
4431,VF1JL000371027000,ECM,DTC
4432,VF1JL000371027000,ECM,DTC
4433,VF1JL000371027000,ECM,TEST STATIQUE
4434,VF1JL000371027000,ECM,DTC
4435,VF1JL000371027000,ECM,DTC
4436,VF1FL000270950936,ECM,DTC
4437,VF1FL000270950936,ECM,TEST STATIQUE
4438,VF1FL000270950936,ECM,DTC
4439,VF1FL000270950936,ECM,DTC
4440,VF1FL000270950936,ECM,DTC
4441,VF1FL000270950936,ECM,DTC
4442,VF1FL000270950936,ECM,DTC
4443,VF1FL000270950936,ECM,DTC
4444,VF1FL000270950936,ECM,DTC
4445,VF1FL000270950936,ECM,DTC
4446,VF1FL000270950936,ECM,DTC
4447,VF1FL000270950936,ECM,DTC
4448,VF1FL000270950936,ECM,TEST STATIQUE
4449,VF1FL000270950936,ECM,DTC
4450,VF1FL000270950936,ECM,DTC
4451,VF1FL000270950936,ECM,DTC
4452,VF1FL000270950936,ECM,DTC
4453,VF1FL000270950936,ECM,DTC
4454,VF1FL000270950936,ECM,TEST STATIQUE
4455,VF1FL000270950936,ECM,DTC
4456,VF1FL000270950936,ECM,DTC
4457,VF1FL000270950936,ECM,DTC
4458,VF1FL000270950936,ECM,DTC
4459,VF1JL000870504459,UDM,RESET DTC
4460,VF1JL000870504459,00_Template,DEFAUT
4461,VF1JL000870504459,CGW,DEFAUT
4462,VF1JL000870504459,BCM,PAS REPONSE UCE
4463,VF1JL000870504459,BCM,DEFAUT
4464,VF1JL000870504459,USM,PAS REPONSE UCE
4465,VF1JL000870504459,00_Template,DEFAUT
4466,VF1JL000870504459,ECM,PAS REPONSE UCE
4467,VF1JL000870504459,HVAC,UCE NON CONFORME
4468,VF1JL000870504459,BCM,DEFAUT
4469,VF1JL000870504459,BCM,PAS REPONSE UCE
4470,VF1JL000870504459,HVAC,PAS REPONSE UCE
4471,VF1JL000870504459,UDM,PAS REPONSE UCE
4472,VF1JL000870504459,EPS,PAS REPONSE UCE
4473,VF1JL000870504459,GWD2,PAS REPONSE UCE
4474,VF1JL000870504459,BCM,DEFAUT
4475,VF1JL000870504459,USM,PAS REPONSE UCE
4476,VF1JL000870504459,USM,PAS REPONSE UCE
4477,VF1JL000870504459,NAV,PAS REPONSE UCE
4478,VF1JL000870504459,TCU,PAS REPONSE UCE
4479,VF1JL000870504459,BCM,DEFAUT
4480,VF1JL000870504459,BCM,PAS REPONSE UCE
4481,VF1JL000870504459,BCM,DEFAUT
4482,VF1JL000870504459,00_Template,DEFAUT
4483,VF1JL000870504459,CGW,DEFAUT
4484,VF1JL000870504459,USM,PAS REPONSE UCE
4485,VF1JL000870504459,00_Template,DEFAUT
4486,VF1JL000870504459,BCM,PAS REPONSE UCE
4487,VF1JL000870504459,CGW,DEFAUT
4488,VF1JL000870504459,BCM,DEFAUT
4489,VF1JL000870504459,USM,PAS REPONSE UCE
4490,VF1JL000870504459,METER,PAS REPONSE UCE
4491,VF1JL000870504459,BCM,DEFAUT
4492,VF1JL000870504459,ECM,PAS REPONSE UCE
4493,VF1JL000870504459,UDM,PAS REPONSE UCE
4494,VF1JL000870504459,ABS,PAS REPONSE UCE
4495,VF1JL000870504459,ECM,PAS REPONSE UCE
4496,VF1JL000870504459,BCM,DEFAUT
4497,VF1JL000870504459,BCM,CLE NON RECONNUE
4498,VF1JL000870504459,BCM,UCE NON CONFORME
4499,VF1JL000870504459,METER,PAS REPONSE UCE
4500,VF1JL000870504459,ACU,PAS REPONSE UCE
4501,VF1JL000870504459,BCM,PAS REPONSE UCE
4502,VF1JL000870504459,BCM,DEFAUT
4503,VF1JL000870504459,USM,PAS REPONSE UCE
4504,VF1JL000870504459,USM,PAS REPONSE UCE
4505,VF1JL000870504459,BCM,PORTE COND FERMEE
4506,VF1JL000870504459,CDM,PAS REPONSE UCE
4507,VF1JL000870504459,ECM,PEDALE EMBRAYAGE
4508,VF1JL000870504459,HVAC,UCE NON CONFORME
4509,VF1JL000870504459,HVAC,PAS REPONSE UCE
4510,VF1JL000870504459,HVAC,PAS REPONSE UCE
4511,VF1JL000870504459,BCM,DEFAUT
4512,VF1JL000870504459,BCM,DEFAUT
4513,VF1JL000870504459,HVAC,PRESSION GAZ CLIM
4514,VF1JL000870504459,TCU,PAS REPONSE UCE
4515,VF1JL000870504459,METER,RESET DTC
4516,VF1JL000870504459,EPS,PAS REPONSE UCE
4517,VF1JL000870504459,ABS,PAS REPONSE UCE
4518,VF1JL000870504459,NAV,PAS REPONSE UCE
4519,VF1JL000870504459,BCM,PAS REPONSE UCE
4520,VF1JL000870504459,HVAC,DEFAUT
4521,VF1JL000870504459,SONAR,PAS REPONSE UCE
4522,VF1JL000870504459,SONAR,PAS REPONSE UCE
4523,VF1JL000870504459,GWD2,PAS REPONSE UCE
4524,VF1JL000870504459,USM,GMV 1
4525,VF1JL000870504459,UDM,ETAT REMPLISSAGE NOK
4526,VF1JL000870504459,UDM,ETAT REMPLISSAGE NOK
4527,VF1JL000870504459,UDM,ETAT REMPLISSAGE NOK
4528,VF1FL0004P0856718,BCM,FEU STOP
4529,VF1FL0004P0856718,BCM,FEU STOP
4530,VF1FL000771054965,00_Template,DEFAUT
4531,VF1FL000771054965,BCM,DEFAUT
4532,VF1FL000771054965,BCM,PAS REPONSE UCE
4533,VF1FL000771054965,USM,PAS REPONSE UCE
4534,VF1FL000771054965,CGW,DEFAUT
4535,VF1FL000071120210,BCM,PORTE COND FERMEE
4536,VF1FL000071120210,BCM,DEGIVRAGE LUNETTE AR
4537,VF1FL000071120210,BCM,PORTE COND FERMEE
4538,VF1FL000071120210,ECM,DTC
4539,VF1FL000071120210,BCM,RETROVISEUR PSG
4540,VF1FL000071120210,RADIO,DTC
4541,VF1FL000071120210,BCM,REPETITEUR COND
4542,VF1FL000071120210,METER,DTC
4543,VF1FL000071120210,ECM,DTC
4544,VF1FL000071120210,BCM,RETROVISEUR COND
